timestep,group,average_knowledge,knowledge_std,weakest_category_avg,strongest_category_avg,knowledge_variance_avg,cumulative_correct,cumulative_incorrect,accuracy,category_0_knowledge,category_0_exposure,category_1_knowledge,category_1_exposure,category_2_knowledge,category_2_exposure,category_3_knowledge,category_3_exposure,category_4_knowledge,category_4_exposure,category_5_knowledge,category_5_exposure
900,ucb,0.5892551147414871,0.06501632641291695,0.5180208309673208,0.6657380548490356,0.002919407762030769,42696,47304,0.4744,0.58570802305097,14955,0.6006563010433568,15207,0.5922202458103191,14910,0.586841326307152,15107,0.594215394021529,15537,0.5758893982155951,14284
910,ucb,0.5874204415671684,0.06671296228870649,0.51494534815203,0.6671877345188543,0.0031689142297132173,43256,47744,0.47534065934065933,0.5818868586157302,15111,0.5899569834866408,15325,0.5854991122262382,15046,0.5882853013767256,15293,0.5955934254107416,15738,0.5833009682869347,14487
920,ucb,0.5897840116831253,0.06656529782515176,0.5162465720238893,0.66875459648222,0.0031914403242338605,43853,48147,0.4766630434782609,0.5846040409314219,15276,0.5837623148385408,15449,0.5895695081963649,15229,0.5931844542503916,15493,0.6015364599006419,15906,0.5860472919813909,14647
930,ucb,0.5887058874662174,0.06589872518636586,0.517662919396466,0.6689503795425565,0.0031740708201337224,44420,48580,0.47763440860215056,0.5872668016154974,15475,0.5865571757205734,15623,0.5912442084803583,15379,0.5920423827044096,15669,0.5922599387391567,16049,0.582864817537309,14805
940,ucb,0.5890663421829925,0.0651907932387093,0.5177171886912497,0.6687517756981989,0.003102490299621495,44999,49001,0.47871276595744683,0.5934005683029271,15672,0.592149338990105,15817,0.5819785631628008,15513,0.5941229359606102,15819,0.5914523435355685,16213,0.5812943031459428,14966
950,ucb,0.5888948767699276,0.06753906126354535,0.5155970134592216,0.6666304782646515,0.0031510290542926677,45578,49422,0.47976842105263157,0.5895133606597295,15822,0.5950562733501659,15999,0.5842295963900157,15675,0.5880633707850081,15965,0.5918479783730599,16370,0.5846586810615865,15169
960,ucb,0.5878780952072162,0.07078775801016782,0.5144345444595794,0.6703390726392336,0.003434628178956056,46150,49850,0.48072916666666665,0.5843033535186897,15972,0.5893186691328626,16150,0.5834860383291914,15849,0.592471750757788,16147,0.5896472629047538,16529,0.5880414966000114,15353
970,ucb,0.5874781475306184,0.0739842438233911,0.5091936394104513,0.6757409953030702,0.0038872018625873365,46729,50271,0.4817422680412371,0.5939450159355161,16198,0.5853353106845676,16285,0.5827972550353433,16005,0.5892317283261179,16310,0.5892572144659536,16707,0.5843023607362119,15495
980,ucb,0.5895740635108135,0.07013049114195197,0.5150561512608132,0.6697053545720884,0.003435290207035127,47322,50678,0.48287755102040814,0.5912524052258402,16356,0.5852235119254694,16448,0.5895184210936452,16187,0.588166897793049,16459,0.5919342592305633,16878,0.5913488857963137,15672
990,ucb,0.5879889259402797,0.0691671338530634,0.5162639736192972,0.6686997976081005,0.003321236535527258,47884,51116,0.48367676767676765,0.5953531881272522,16539,0.5836849668959987,16624,0.5834009786310372,16345,0.5892165036955592,16622,0.5920648818209162,17039,0.5842130364709148,15831
1000,ucb,0.5880493422799039,0.06963421828010415,0.5090203134370729,0.6680658857413914,0.003396152557374582,48460,51540,0.4846,0.5937253615009488,16694,0.5926966317112086,16817,0.5914185354359976,16551,0.5803151335053055,16752,0.5894935891752318,17204,0.5806468023507313,15982
1010,ucb,0.5858958122497546,0.07223066483117677,0.5101662065042641,0.6736971800622841,0.003715907460090546,49020,51980,0.48534653465346533,0.5935313943021806,16860,0.5833741719295907,16986,0.5875356278925881,16702,0.575284006646565,16927,0.5917229105438984,17366,0.5839267621837053,16159
1020,ucb,0.581998508529206,0.07346295540132244,0.5022091699273825,0.6706270914170903,0.00395742956539387,49556,52444,0.48584313725490197,0.5880628184014243,17014,0.5847789465324937,17181,0.581308718374146,16865,0.5794437680201346,17120,0.5827800269265342,17509,0.5756167729205032,16311
1030,ucb,0.5813783072802506,0.07492639351101857,0.5017133633208922,0.676007163877182,0.004217231433462084,50119,52881,0.4865922330097087,0.579442673184683,17164,0.5900079070502344,17363,0.585885590504764,17045,0.5782249942472747,17303,0.5779366910510411,17653,0.5767719876435061,16472
1040,ucb,0.5826127791114252,0.07617689471546517,0.5000796031951277,0.6726886376854548,0.00436867559755977,50699,53301,0.48749038461538463,0.5819162840827318,17334,0.5903277128739187,17527,0.5814156029877885,17172,0.5886788596125104,17515,0.5757009358549015,17806,0.5776372792567,16646
1050,ucb,0.5835017548202134,0.07499682475735471,0.503911936718808,0.6663754776527813,0.003971520643577296,51272,53728,0.4883047619047619,0.5810121149234972,17476,0.5920116068383422,17714,0.5771215014818981,17312,0.5959108656040978,17717,0.5773489397282784,17970,0.5776055003451669,16811
1060,ucb,0.5830897251964473,0.07540379754518774,0.49995248062449543,0.6676525758007457,0.003924209290248376,51835,54165,0.48900943396226415,0.5815124551363251,17642,0.5912394664922239,17896,0.5719834785997804,17465,0.5906884214930815,17863,0.579020283673479,18144,0.5840942457837933,16990
1070,ucb,0.5824606536756027,0.07275521577540876,0.5046342711885359,0.6668409068285608,0.0037769534213964863,52394,54606,0.4896635514018692,0.584064873767402,17830,0.5869081718792608,18069,0.5774715065918594,17627,0.5858549840287531,18032,0.5794537355130452,18295,0.5810106502732959,17147
1080,ucb,0.5790576864888447,0.07493576108341296,0.4987761067513477,0.6678295893259779,0.004017908789337154,52929,55071,0.4900833333333333,0.5835345764366547,17992,0.5865526151364933,18262,0.571948210240639,17800,0.5859923998563823,18196,0.5784473591521994,18468,0.567870958110699,17282
1090,ucb,0.5777234179066824,0.07722833021634672,0.49480194018088475,0.6741319426177754,0.0044715728204197105,53480,55520,0.4906422018348624,0.5746191860334906,18144,0.5894159211775396,18443,0.5685568852923931,17939,0.5805328581363621,18347,0.5808259302183301,18656,0.5723897265819781,17471
1100,ucb,0.5771905617827485,0.07510325000393246,0.49937631753880046,0.6708424166472223,0.004071232258345106,54029,55971,0.49117272727272726,0.574686004361587,18307,0.593550869813041,18641,0.5657459566695003,18095,0.5804278426432278,18494,0.5777514820484521,18821,0.5709812151606833,17642
1110,ucb,0.5750851883062925,0.07705184646464695,0.49356673954568625,0.6723760185622499,0.004371928742685615,54569,56431,0.49161261261261263,0.5719894561242173,18458,0.5904036757323056,18779,0.5654238295614425,18266,0.5749839600457372,18652,0.5731172135227081,19004,0.5745929948513439,17841
1120,ucb,0.5760766616472285,0.07936364171994671,0.49522656038174206,0.6743810965305045,0.004701641919656042,55139,56861,0.4923125,0.5720694774136263,18618,0.5764882392638987,18909,0.5679955464910846,18430,0.5742001616062704,18822,0.5843284264249575,19205,0.5813781186835327,18016
1130,ucb,0.577379591713093,0.07735359191427019,0.4963880224994554,0.6723536839695003,0.00435961090029972,55706,57294,0.49297345132743364,0.5678860645890108,18758,0.5810680677604476,19083,0.5729678627161361,18607,0.5705973380190069,18966,0.5903087532011527,19398,0.5814494639928037,18188
1140,ucb,0.5763801608209455,0.07791712982359111,0.49447915255056907,0.6763448894083516,0.004725522712570215,56258,57742,0.4934912280701754,0.564011267538847,18908,0.5841874456874944,19261,0.5749174500460452,18768,0.5708151199300208,19149,0.5852651866570145,19557,0.5790844950662517,18357
1150,ucb,0.5783066148884319,0.07729500401681984,0.4977357728688387,0.6751564551070831,0.004539384311791153,56833,58167,0.4942,0.5739828495351089,19113,0.5816684056935106,19409,0.5738915903736518,18927,0.576941352211085,19317,0.5884584681018374,19728,0.5748970234153985,18506
1160,ucb,0.5779410594479398,0.0756916384885742,0.4994608020386181,0.6757396993448619,0.004324375844792881,57386,58614,0.4947068965517241,0.5842194540341719,19344,0.5740284042817447,19533,0.5721952789070027,19116,0.576858601850653,19464,0.5875115930742093,19889,0.5728330245398573,18654
1170,ucb,0.5801698415907217,0.07578977674089428,0.49821123402073647,0.6760734463749434,0.004345804888691007,57968,59032,0.49545299145299143,0.5935826451582042,19551,0.5701947176180083,19681,0.5764079544344124,19289,0.5773259876464439,19619,0.5831327887480451,20025,0.5803749559392165,18835
1180,ucb,0.578716409747881,0.07702244989134523,0.49273440182555517,0.6714351792904623,0.004432550983737681,58517,59483,0.4959067796610169,0.592566096320478,19708,0.5736956742939775,19864,0.5797515290291997,19443,0.5696825227068189,19776,0.5750370343992217,20204,0.5815656017375896,19005
1190,ucb,0.5782357038981442,0.07786722495285169,0.4947927088084137,0.6756224795283223,0.004608934909642945,59077,59923,0.4964453781512605,0.5905784654675085,19867,0.5797125276914473,20059,0.5724774294045143,19598,0.569714819629536,19934,0.5818610739966862,20401,0.5750699071991725,19141
1200,ucb,0.5793290912811051,0.07665046394707722,0.4958655881595139,0.6779183400385317,0.004500408140750025,59648,60352,0.49706666666666666,0.5882186478587974,20019,0.581410642627747,20239,0.5754413178176381,19752,0.5752604266298819,20109,0.588794828136643,20604,0.5668486846159231,19277
1210,ucb,0.5813272916889056,0.07690683487478765,0.4956657436992484,0.6823828447579381,0.004584290059235282,60234,60766,0.497801652892562,0.5898102338460007,20204,0.5838136102318545,20403,0.5782471973049648,19928,0.5752706142202597,20254,0.5882182880003458,20774,0.5726038065300085,19437
1220,ucb,0.5801514311117028,0.07615076456001224,0.49837477770965455,0.6759068775226809,0.004377745800571309,60785,61215,0.49823770491803276,0.585832113395004,20359,0.5817329304712764,20560,0.5790924958703925,20105,0.5724436717169304,20403,0.5885999486982538,20970,0.5732074265183587,19603
1230,ucb,0.5805438818273587,0.07678967916824797,0.49664170334072816,0.6746171679766846,0.0045414484473324974,61356,61644,0.4988292682926829,0.5828816619633634,20520,0.5786285145653054,20707,0.575072900016036,20248,0.5787152830218915,20594,0.5954071711013939,21158,0.5725577602961621,19773
1240,ucb,0.5839558460006662,0.07586853844874618,0.5004454318424526,0.6786495236473915,0.004525476434263702,61956,62044,0.4996451612903226,0.5846834103521693,20674,0.5837323668816601,20876,0.5794961930208156,20426,0.5799168905442541,20743,0.5977876926780948,21329,0.5781185225270035,19952
1250,ucb,0.5830763888635023,0.07389542694891553,0.5022482397323289,0.676441639839778,0.004145038462730787,62515,62485,0.50012,0.5882979660312677,20850,0.5808288279547914,21030,0.5790956470283174,20609,0.5765578036905123,20901,0.5923105014566822,21467,0.5813675870194431,20143
1260,ucb,0.583247936333032,0.07329687449018793,0.5034403208366327,0.6748479801003076,0.004065775804842966,63086,62914,0.5006825396825397,0.5862430554004904,21004,0.5808287589105448,21210,0.5869163501298881,20800,0.5811666675290232,21087,0.586340648054928,21615,0.577992137973317,20284
1270,ucb,0.5836662410424039,0.07526728635591873,0.503976469686819,0.6791381712385238,0.004456691646018739,63664,63336,0.5012913385826772,0.5802111550794214,21162,0.5890968519475072,21406,0.5850410093382854,20934,0.5866435810777697,21254,0.5843260750501698,21769,0.5766787737612697,20475
1280,ucb,0.5819614834361605,0.07866209557227427,0.49459306482794957,0.6777668753792966,0.004728059429391067,64224,63776,0.50175,0.577799211674179,21330,0.5885037855883677,21565,0.5731958849550541,21086,0.5842417851991345,21431,0.5872857363397928,21925,0.5807424968604347,20663
1290,ucb,0.5813682209308046,0.07733123633701847,0.495438130766689,0.6738591740890199,0.004564823406948569,64784,64216,0.502201550387597,0.5804845584050418,21522,0.5840986788148826,21713,0.5833210791894736,21310,0.5815924875465946,21572,0.5750789580026033,22035,0.5836335636262328,20848
1300,ucb,0.5802695478842899,0.08032970820240995,0.4929340870715071,0.6832976132422022,0.005116312656861729,65350,64650,0.5026923076923077,0.5822935784870165,21728,0.5807250959201542,21873,0.5887099492130357,21495,0.5728728400713053,21712,0.572492855656885,22186,0.5845229679573416,21006
1310,ucb,0.5817473363351178,0.08072996240471629,0.49538386434178144,0.688742244920186,0.005165254633443733,65936,65064,0.5033282442748092,0.5892882789340497,21940,0.5776613362826305,22036,0.5936216073824343,21673,0.5713751960614727,21852,0.5774823754401229,22359,0.581055223909996,21140
1320,ucb,0.5832704498770657,0.08105294255648546,0.49194374326755297,0.6904200805922435,0.005321561957651568,66524,65476,0.503969696969697,0.592246103460725,22114,0.585751720035516,22230,0.5932634553436162,21826,0.5712370156584001,21998,0.5781891784779231,22531,0.5789352262862131,21301
1330,ucb,0.584805879952749,0.07622947438841164,0.4984949097285298,0.6816680849400142,0.004634023498852496,67104,65896,0.5045413533834586,0.5976926058030343,22307,0.591116608428359,22403,0.5866367252029817,21965,0.5695225301146544,22147,0.5834340632111891,22715,0.5804327469562756,21463
1340,ucb,0.5823126864534705,0.07797179968645518,0.4939404966696052,0.6790009370511629,0.004784497371219369,67654,66346,0.5048805970149254,0.5970888914187121,22509,0.5882884593852328,22555,0.5776546902838978,22111,0.5664149807143599,22295,0.5864461767107187,22919,0.5779829202079011,21611
1350,ucb,0.5807260267538701,0.07898183243284607,0.49447577887161054,0.6839812238218376,0.0050680088168916235,68210,66790,0.5052592592592593,0.5998053629552395,22690,0.5743294610898624,22679,0.5735954734869441,22274,0.5730181647496103,22484,0.5886979545254488,23097,0.5749097437161154,21776
1360,ucb,0.5804304476891503,0.08033616229420536,0.49065191866478974,0.6869822571268132,0.0053267354472269525,68777,67223,0.5057132352941176,0.5935454709308989,22821,0.5709426590290608,22841,0.5727950733042578,22443,0.5724848550661628,22641,0.5911101166260067,23268,0.5817045111785157,21986
1370,ucb,0.5821982761644071,0.08243889426229034,0.4924131072497568,0.6918588555638842,0.005605740583069972,69371,67629,0.5063576642335766,0.5860275812970808,22967,0.5814987360699545,23018,0.5783933454934016,22642,0.5736471810304085,22798,0.5852619419836828,23395,0.5883608711119148,22180
1380,ucb,0.5802932295646988,0.0843354761716817,0.48279993224486356,0.6867546975215367,0.0060323138438232345,69926,68074,0.5067101449275362,0.5883281709211358,23140,0.5727926531351827,23150,0.5788791278478701,22808,0.5725090425268563,22989,0.5779358259255178,23551,0.5913145570316296,22362
1390,ucb,0.5781515859275683,0.07996214167134238,0.48658593471524997,0.6776380910576788,0.005491646604608935,70465,68535,0.5069424460431655,0.5802908094991204,23315,0.5757476588700744,23330,0.5727246851264244,22965,0.5731401901363927,23153,0.5823461447289362,23723,0.5846600272044609,22514
1400,ucb,0.5777831759718053,0.07972461984548905,0.4847749653355151,0.6825979278814661,0.005402689102945558,71027,68973,0.5073357142857143,0.581743209369763,23483,0.5707462408732331,23480,0.5718190949596779,23114,0.5780657212331907,23343,0.5813016003214083,23916,0.5830231890735579,22664
1410,ucb,0.5763853600395547,0.08228325126104777,0.4814636315858001,0.6859927820099769,0.005676551949978095,71583,69417,0.5076808510638298,0.5764295564225596,23640,0.5699663576817483,23641,0.5739526314698206,23297,0.5754939023623838,23506,0.5856621510483591,24109,0.5768075612524566,22807
1420,ucb,0.5737032721851992,0.08469178709774788,0.4811234671674628,0.6896820353802139,0.00598997268498232,72124,69876,0.5079154929577465,0.5772050111733148,23805,0.5681283008528155,23815,0.5657703535919477,23438,0.5746518909678732,23678,0.5809404799344664,24276,0.5755235965907777,22988
1430,ucb,0.5731974269591635,0.08330762961841312,0.48237010705681593,0.6860877605912812,0.005837808886976679,72673,70327,0.5082027972027972,0.577550325447976,23972,0.5769597393329321,24015,0.5596140595782781,23598,0.5752004325277875,23830,0.5748424403496513,24414,0.575017564518356,23171
1440,ucb,0.5748564802130944,0.08677425601792209,0.48034686877234756,0.6885607209480757,0.0063227923164698874,73255,70745,0.5087152777777778,0.5704196216434066,24136,0.5785423093305527,24202,0.5803215655707297,23817,0.5733962452154542,23974,0.573878261670834,24554,0.5725808778475899,23317
1450,ucb,0.5757815165349445,0.08655278510492795,0.4851877080362439,0.689816464264069,0.006250117994302406,73829,71171,0.5091655172413793,0.5841126579141794,24347,0.583248047547073,24383,0.5840966901363879,24015,0.5660966037761257,24109,0.5641957201291594,24662,0.5729393797067418,23484
1460,ucb,0.5774631221740079,0.08814538653357404,0.4843156056684697,0.693917478441556,0.0063875749624461185,74414,71586,0.5096849315068493,0.5862384567757644,24510,0.5796931974448745,24514,0.5872782227101134,24218,0.575535627415904,24317,0.5601108905907229,24792,0.5759223381066679,23649
1470,ucb,0.5765517206667437,0.0848950836982459,0.4869052266102553,0.6843320217096056,0.0058373985971271304,74962,72038,0.5099455782312925,0.5815015299214223,24695,0.5735614086796484,24646,0.5883406309311158,24423,0.5758964844370764,24473,0.5630522821812705,24948,0.5769579878499288,23815
1480,ucb,0.5789508597149172,0.08284083336038321,0.4907665100601878,0.6851413893360423,0.005453382724762799,75543,72457,0.5104256756756756,0.5905176299615927,24904,0.5742422020025707,24812,0.5980397963198136,24621,0.5714574063254909,24598,0.5616314952600806,25093,0.5778166284199545,23972
1490,ucb,0.5771334006718466,0.0873178267310239,0.4837408909579492,0.6903716451652222,0.006170330375681729,76101,72899,0.510744966442953,0.5958917975351563,25083,0.5744490284927127,24976,0.5950501752540804,24813,0.5702310778973125,24756,0.5542376494175361,25237,0.5729406754342815,24135
1500,ucb,0.576145955830335,0.08634105194690105,0.48041172351098355,0.690354004353387,0.006051166498692374,76652,73348,0.5110133333333333,0.5839518000453676,25224,0.5740855779750362,25152,0.5901530045373176,24965,0.5619773380556223,24888,0.5716028731421899,25461,0.5751051412264758,24310
1510,ucb,0.5800631772451331,0.08222826406808112,0.4919731327583318,0.6909588324678236,0.005447754819566232,77249,73751,0.5115827814569537,0.588704245702182,25396,0.5758360931580734,25307,0.5853731233346139,25114,0.5699050095847509,25059,0.584158900025316,25649,0.5764016916658625,24475
1520,ucb,0.580142101278681,0.08034816998335738,0.49181979689681377,0.6822791376734805,0.005147089096071994,77813,74187,0.5119276315789474,0.5873825508603976,25563,0.5702740284819625,25467,0.5933448917751333,25314,0.5691570701594569,25219,0.5774421033660648,25791,0.5832519630290712,24646
1530,ucb,0.5795992245180469,0.08431009881672301,0.48722994211559467,0.6881678811088336,0.005704383700824873,78384,74616,0.512313725490196,0.5825299105578402,25704,0.5836529761647252,25686,0.5860082155532274,25455,0.577619722344363,25437,0.5745984024003389,25938,0.5731861200877875,24780
1540,ucb,0.5777341893730441,0.08586605636013717,0.48510949903869444,0.6883144730318185,0.006006439902590018,78935,75065,0.5125649350649351,0.5788393068080555,25871,0.5838811085364741,25848,0.5795447062363865,25595,0.5778810328603596,25619,0.5746204007523709,26124,0.5716385810446176,24943
1550,ucb,0.5792132810013328,0.08726065747597231,0.4845593433537201,0.6951268361505918,0.006137579604288579,79521,75479,0.5130387096774194,0.5807391562835275,26011,0.5806995052964719,25994,0.5741167629039496,25760,0.5823438195112565,25796,0.5774551557011307,26321,0.5799252863116611,25118
1560,ucb,0.5796203014540703,0.0861134885141225,0.48769631047570916,0.6974808706043182,0.006084991175790739,80096,75904,0.5134358974358975,0.5706302525491997,26138,0.574882657787876,26148,0.5843545216139377,25965,0.5840721391694733,25959,0.5915576376627744,26530,0.572224599941161,25260
1570,ucb,0.57846419509864,0.08236926623495443,0.4891131504786661,0.688164947348276,0.005290062640867879,80645,76355,0.5136624203821656,0.5721244579375501,26305,0.581171638922819,26346,0.5789927237316236,26136,0.578566232654277,26093,0.5875415334886379,26671,0.5723885838569328,25449
